#simple,W12t1c,W12t2c,W12t3c,W12t4c,W12t5c,W12t6c,WC10Mc,WC31Hc,WC32Hc,WC33Hc,WC8Mc,WC9Mc
ko00363; Bisphenol degradation,0.002651125,0.002498575,0.002249703,0.002175338,0.001915665,0.002334732,0.002422518,0.002478908,0.002505482,0.002487086,0.002564585,0.002470364
ko00364; Fluorobenzoate degradation,0.000413038,0.000416073,0.000296228,0.000273567,0.000184255,0.000327808,0.000329312,0.000353716,0.000390561,0.000366606,0.000394725,0.000359359
ko00380; Tryptophan metabolism,0.002279204,0.00224322,0.001652913,0.001644971,0.001227306,0.001849571,0.001881037,0.001994411,0.002154941,0.002069658,0.002239338,0.002016729
"ko00400; Phenylalanine, tyrosine and tryptophan biosynthesis",0.011358009,0.011448025,0.011916839,0.012117644,0.012309056,0.011754399,0.011483486,0.011505494,0.011529457,0.011319175,0.011430162,0.011503321
ko00401; Novobiocin biosynthesis,0.000735059,0.000750779,0.000774666,0.0007532,0.000763685,0.000754741,0.000748709,0.000752124,0.000752462,0.000743496,0.000750121,0.0007494
ko00410; beta-Alanine metabolism,0.00171616,0.001674295,0.00146105,0.001469747,0.001303762,0.001566228,0.001567272,0.001617886,0.001634457,0.00162174,0.001667432,0.001627414
ko00430; Taurine and hypotaurine metabolism,0.001671355,0.001653118,0.001396338,0.00141791,0.001096574,0.001406565,0.001453297,0.001524489,0.001599088,0.001541719,0.001601517,0.001547784
ko00440; Phosphonate and phosphinate metabolism,0.001471513,0.001414155,0.001347686,0.001275045,0.001027986,0.00129672,0.00139366,0.001420064,0.001429952,0.001409712,0.001408177,0.001435019
ko00450; Selenocompound metabolism,0.005520828,0.005521883,0.005706396,0.005541053,0.005792233,0.005642438,0.005534058,0.005486322,0.005508938,0.005462306,0.005468541,0.005545242
ko00460; Cyanoamino acid metabolism,0.001985979,0.001983145,0.002003306,0.002068476,0.002090498,0.002014746,0.001979517,0.001946031,0.001982217,0.001995179,0.002022175,0.001971635
ko00471; D-Glutamine and D-glutamate metabolism,0.001986071,0.00194013,0.002024658,0.002114831,0.002059619,0.001960284,0.00198059,0.001990583,0.001972908,0.001987641,0.001969762,0.001984459
ko00472; D-Arginine and D-ornithine metabolism,5.26E-05,5.50E-05,4.34E-05,3.76E-05,3.09E-05,4.40E-05,4.63E-05,4.82E-05,5.02E-05,4.75E-05,4.88E-05,4.98E-05
ko00473; D-Alanine metabolism,0.003147174,0.003106024,0.003367131,0.003336053,0.00379278,0.003425997,0.003332637,0.003279474,0.003183619,0.003236703,0.003184986,0.003238304
ko00480; Glutathione metabolism,0.007284761,0.007244089,0.006494026,0.006412911,0.005430102,0.006443267,0.006763054,0.006876886,0.00706211,0.006919859,0.007121145,0.007029079
ko00500; Starch and sucrose metabolism,0.022498509,0.022773376,0.024321177,0.024146547,0.02626359,0.024195661,0.02353739,0.023072395,0.023068277,0.023445644,0.022894512,0.023184294
ko00510; N-Glycan biosynthesis,0.001478101,0.001509747,0.001469741,0.001386005,0.001511961,0.001498926,0.001465863,0.001463691,0.001516824,0.001468372,0.001512322,0.001461062
ko00511; Other glycan degradation,0.003857252,0.003660553,0.004226697,0.004377767,0.004240004,0.00416373,0.004373602,0.00425437,0.004115778,0.004031205,0.00412337,0.003987452
ko00513; Various types of N-glycan biosynthesis,8.65E-06,5.94E-06,1.08E-05,6.01E-06,3.43E-06,5.42E-06,8.87E-06,8.23E-06,1.02E-05,8.32E-06,7.44E-06,9.79E-06
ko00520; Amino sugar and nucleotide sugar metabolism,0.020414542,0.020384585,0.021682428,0.022073082,0.022986019,0.021245682,0.021156489,0.020923195,0.02075362,0.020955349,0.020668844,0.020721103
ko00521; Streptomycin biosynthesis,0.002621911,0.002591012,0.002549524,0.002519849,0.002420052,0.002546774,0.00260131,0.002592929,0.002625522,0.002593746,0.002610041,0.002570609
"ko00522; Biosynthesis of 12-, 14- and 16-membered macrolides",0.001035429,0.000931059,0.000663913,0.000632495,0.000416877,0.000703599,0.000744507,0.000851172,0.000886037,0.000841044,0.000969226,0.000848226
ko00523; Polyketide sugar unit biosynthesis,0.001462968,0.001443221,0.001507051,0.001486295,0.001520102,0.001500394,0.001518238,0.00149901,0.001480696,0.001489235,0.001463813,0.001474594
ko00524; Butirosin and neomycin biosynthesis,0.000264122,0.000254541,0.000263238,0.000264406,0.000257162,0.00026012,0.000262081,0.000263299,0.000263893,0.000262623,0.000264989,0.000261372
ko00531; Glycosaminoglycan degradation,0.000700332,0.000633569,0.000741254,0.000884067,0.00060016,0.00070334,0.000825455,0.000804697,0.000780484,0.00074031,0.000780045,0.000730453
ko00532; Glycosaminoglycan biosynthesis - chondroitin sulfate,0.000179945,0.000174115,0.00021998,0.00022348,0.000269781,0.000211148,0.000213354,0.000196728,0.000188456,0.000190318,0.000183315,0.00019533
ko00540; Lipopolysaccharide biosynthesis,0.006628157,0.006647222,0.006006754,0.007318901,0.005773911,0.005907714,0.006451384,0.006481384,0.006795768,0.006647066,0.006667123,0.00624027
ko00550; Peptidoglycan biosynthesis,0.015715174,0.015777712,0.016732229,0.017100556,0.017746671,0.016447234,0.016423565,0.016210947,0.015895849,0.016089103,0.015836602,0.016038182
ko00561; Glycerolipid metabolism,0.005519083,0.005247718,0.005508764,0.005319805,0.005076334,0.005335629,0.005587798,0.005578276,0.005402847,0.005459304,0.005483458,0.005380671
ko00562; Inositol phosphate metabolism,0.002599215,0.002571222,0.002260197,0.002204367,0.002018397,0.002397545,0.002470569,0.002457619,0.002558088,0.002493764,0.002577004,0.002436815
ko00563; Glycosylphosphatidylinositol(GPI)-anchor biosynthesis,3.01E-05,2.58E-05,1.94E-05,1.41E-05,1.14E-05,1.60E-05,2.18E-05,2.04E-05,2.62E-05,2.09E-05,2.82E-05,2.75E-05
ko00564; Glycerophospholipid metabolism,0.009094511,0.009091385,0.009093632,0.009087818,0.00966695,0.009343567,0.009342072,0.009243559,0.009122972,0.009277459,0.009203075,0.009063852
ko00565; Ether lipid metabolism,0.000316532,0.000291288,0.000244179,0.00024276,0.000173386,0.000272557,0.000283095,0.00029771,0.000316848,0.000308676,0.000322413,0.000281924
ko00590; Arachidonic acid metabolism,0.000429099,0.000470686,0.000417548,0.00041797,0.000362118,0.000405535,0.000400286,0.000402661,0.000427234,0.000414063,0.000435816,0.000421861
ko00591; Linoleic acid metabolism,0.001480285,0.001409922,0.001309208,0.001266908,0.001116683,0.001325635,0.001392636,0.001402063,0.001417579,0.001399082,0.001438131,0.001403969
ko00592; alpha-Linolenic acid metabolism,0.000165459,0.000163898,0.000128991,0.000157769,0.000125496,0.000135687,0.000134113,0.000141891,0.000153765,0.000141327,0.000155091,0.000142915
ko00600; Sphingolipid metabolism,0.001943505,0.001796672,0.001963626,0.002038263,0.002028075,0.002060528,0.002109105,0.002090552,0.002036678,0.002030252,0.002047788,0.001962146
ko00601; Glycosphingolipid biosynthesis - lacto and neolacto series,0.000112475,0.00011368,0.000114913,0.000118642,0.000140991,0.000135987,0.00012773,0.00013068,0.000119976,0.000129916,0.000117777,0.000122977
ko00603; Glycosphingolipid biosynthesis - globo series,0.000548953,0.000509271,0.00060553,0.00061368,0.000635532,0.000615911,0.000619948,0.000606405,0.000582666,0.000586816,0.000588501,0.000576976
ko00604; Glycosphingolipid biosynthesis - ganglio series,0.000187959,0.000168245,0.000189075,0.000226911,0.000141813,0.000181669,0.000205785,0.000201494,0.000198236,0.000190413,0.000206713,0.000190698
ko00620; Pyruvate metabolism,0.011876602,0.011681864,0.011657701,0.011618253,0.011112125,0.011487367,0.011666043,0.011757765,0.01175841,0.011688201,0.011706216,0.011798903
ko00621; Dioxin degradation,0.000545902,0.000520198,0.000487927,0.000471389,0.00044546,0.000504942,0.000510718,0.000531148,0.000519648,0.000533636,0.000529325,0.000527619
ko00622; Xylene degradation,0.000616764,0.000584161,0.000526091,0.000512483,0.000468786,0.000551234,0.0005567,0.00058589,0.000578594,0.000591046,0.000590678,0.000580813
ko00623; Toluene degradation,0.001310267,0.001264124,0.001045982,0.001043761,0.000821501,0.00109154,0.001117296,0.001175659,0.001246205,0.001194544,0.001248147,0.001183673
ko00624; Polycyclic aromatic hydrocarbon degradation,0.002698745,0.002588278,0.002611489,0.002692777,0.002687793,0.002692289,0.002699237,0.00271115,0.002600886,0.002666338,0.002693681,0.002664843
ko00625; Chloroalkane and chloroalkene degradation,0.002836009,0.002796364,0.002649749,0.002541329,0.002330396,0.002643789,0.002744004,0.002772563,0.002804646,0.00276016,0.002805568,0.002776137
ko00626; Naphthalene degradation,0.001673298,0.001601021,0.001457173,0.001389816,0.001259558,0.001491072,0.001512559,0.001570605,0.001575378,0.001585805,0.001599401,0.001606602
ko00627; Aminobenzoate degradation,0.004468115,0.004343299,0.003763372,0.003543325,0.003111664,0.003913867,0.003980694,0.004151933,0.004218245,0.004154735,0.004361102,0.004161169
ko00630; Glyoxylate and dicarboxylate metabolism,0.010730544,0.010606921,0.009694425,0.00960892,0.008861517,0.009872067,0.010038173,0.010206787,0.010532328,0.010258563,0.010433944,0.010255548
ko00633; Nitrotoluene degradation,0.001681997,0.001606685,0.001544933,0.00163838,0.001400715,0.001536049,0.00160643,0.001652126,0.001704963,0.001618367,0.001661411,0.001608082
ko00640; Propanoate metabolism,0.005178781,0.005073456,0.004656057,0.004609828,0.004295077,0.004798364,0.004819815,0.004928726,0.005020278,0.004935344,0.005049934,0.004923904
ko00642; Ethylbenzene degradation,0.001105565,0.001064585,0.001052199,0.001025873,0.001033732,0.001065775,0.00106764,0.001086041,0.001066842,0.001067062,0.001087498,0.001077872
ko00643; Styrene degradation,0.000782218,0.000777988,0.000608853,0.00059014,0.000451339,0.00065275,0.000647324,0.000685676,0.000738364,0.000721098,0.000752259,0.000713984
ko00650; Butanoate metabolism,0.007543989,0.007408605,0.007152004,0.006931415,0.006405515,0.00704042,0.007165616,0.00728539,0.007333159,0.007345015,0.007368796,0.00744271
ko00660; C5-Branched dibasic acid metabolism,0.001548336,0.001501969,0.00146677,0.001400763,0.001334758,0.001464206,0.001487365,0.001531483,0.001540633,0.001526483,0.001544719,0.001534951
ko00670; One carbon pool by folate,0.004674237,0.004710963,0.005013041,0.005010492,0.004889965,0.004717415,0.004791708,0.004760179,0.004709946,0.004751808,0.00467064,0.00481151
ko00680; Methane metabolism,0.013281946,0.013182322,0.014455498,0.01404394,0.014833567,0.013923088,0.013652835,0.013624409,0.013453446,0.013543786,0.013232276,0.013738762
ko00710; Carbon fixation in photosynthetic organisms,0.004263494,0.004282381,0.004307952,0.004386924,0.004328475,0.004269402,0.004339361,0.004318591,0.004259436,0.004314775,0.00425378,0.004323085
ko00720; Carbon fixation pathways in prokaryotes,0.009098668,0.00909796,0.009417008,0.009381708,0.009390235,0.009177246,0.009022483,0.009072644,0.009132443,0.009176329,0.009082323,0.009196971
ko00730; Thiamine metabolism,0.007058148,0.007090624,0.007638065,0.007684554,0.008536353,0.007983159,0.007650227,0.007611308,0.007148426,0.007487043,0.007305249,0.007515422
ko00740; Riboflavin metabolism,0.003834898,0.003807337,0.003846281,0.004033774,0.003724748,0.003693862,0.003760401,0.003764351,0.003830996,0.003764942,0.003784218,0.003826441
ko00750; Vitamin B6 metabolism,0.003482245,0.003509575,0.003507348,0.003614511,0.003512167,0.003599119,0.003579084,0.00360975,0.003503187,0.003605478,0.003586488,0.003590312
ko00760; Nicotinate and nicotinamide metabolism,0.00805239,0.008097733,0.008081068,0.008211643,0.008083963,0.008090282,0.00809968,0.008065442,0.008026634,0.008116209,0.008088275,0.008055233
ko00770; Pantothenate and CoA biosynthesis,0.00737404,0.007327576,0.007584398,0.007666078,0.007768232,0.007700704,0.007581833,0.007574112,0.007357772,0.007499095,0.007468151,0.00752228
ko00780; Biotin metabolism,0.005453761,0.005593166,0.005027171,0.005199877,0.004410177,0.005084147,0.005169087,0.005252266,0.005439694,0.005288936,0.005541236,0.005219177
ko00785; Lipoic acid metabolism,0.001284152,0.001322144,0.001156583,0.001118307,0.000849618,0.001098717,0.001170185,0.001201785,0.001296735,0.001238378,0.001257335,0.001235148
ko00790; Folate biosynthesis,0.005659583,0.005609001,0.005580733,0.005944855,0.005401855,0.005409333,0.005558677,0.005594356,0.005660996,0.005544055,0.005602369,0.005569358
ko00791; Atrazine degradation,0.000943224,0.000935458,0.000970537,0.000990609,0.000956794,0.00092075,0.000922995,0.000932184,0.000932058,0.000916497,0.000905333,0.000959188
ko00830; Retinol metabolism,0.000475531,0.000457277,0.000409267,0.000400052,0.00029592,0.000379418,0.000408749,0.000423265,0.000444917,0.00042791,0.000451474,0.000448094
ko00860; Porphyrin and chlorophyll metabolism,0.018817967,0.018920611,0.01801635,0.017611465,0.017875394,0.018170501,0.018260091,0.018376745,0.018831907,0.01789797,0.018027416,0.018553952
ko00900; Terpenoid backbone biosynthesis,0.008859566,0.008787836,0.009224452,0.0096979,0.009541922,0.008865995,0.008995879,0.008885383,0.008859278,0.008857967,0.008816342,0.008913962
ko00901; Indole alkaloid biosynthesis,4.14E-05,5.33E-05,2.92E-05,2.21E-05,2.00E-05,4.01E-05,3.35E-05,3.45E-05,4.02E-05,3.55E-05,4.61E-05,3.11E-05
ko00902; Monoterpenoid biosynthesis,9.99E-05,7.99E-05,5.63E-05,5.69E-05,3.18E-05,6.08E-05,7.07E-05,8.29E-05,7.84E-05,7.70E-05,8.33E-05,7.59E-05
ko00903; Limonene and pinene degradation,0.00230039,0.002160746,0.001934841,0.00184246,0.001658472,0.001998282,0.002062259,0.002146392,0.002140834,0.002124428,0.002197166,0.002131769
ko00906; Carotenoid biosynthesis,0.001581365,0.001606341,0.001243435,0.001150979,0.000871981,0.001213567,0.001280104,0.001330582,0.001538368,0.001423654,0.001490123,0.001456118
ko00908; Zeatin biosynthesis,0.000741523,0.000741909,0.000814378,0.000877213,0.000852086,0.000755737,0.000782208,0.000763831,0.000750148,0.000757347,0.000742757,0.000762388
ko00909; Sesquiterpenoid and triterpenoid biosynthesis,0.000448167,0.000454573,0.00032081,0.00029159,0.000202159,0.000350514,0.000372114,0.000390771,0.000449827,0.000420259,0.000461836,0.000389813
ko00910; Nitrogen metabolism,0.017553374,0.01761562,0.017072848,0.016848838,0.016638804,0.017031567,0.016907651,0.017001942,0.017518537,0.017298218,0.01737439,0.017406551
ko00920; Sulfur metabolism,0.004233415,0.004236632,0.004005528,0.003775782,0.003626014,0.003973567,0.004049914,0.004078095,0.004195519,0.004085434,0.00418472,0.004207531
ko00930; Caprolactam degradation,0.001194494,0.001107084,0.000924107,0.000913007,0.000720116,0.000972964,0.00100225,0.001053422,0.001089607,0.001071191,0.001128505,0.001055674
ko00940; Phenylpropanoid biosynthesis,0.001262307,0.001228556,0.00122907,0.001275389,0.001318234,0.001277569,0.00124177,0.001220476,0.001263265,0.001259619,0.001289663,0.001225783
ko00941; Flavonoid biosynthesis,2.73E-05,2.63E-05,2.76E-05,2.83E-05,3.05E-05,2.84E-05,2.66E-05,2.75E-05,2.67E-05,2.73E-05,2.75E-05,2.77E-05
ko00943; Isoflavonoid biosynthesis,8.51E-05,0.000137507,7.13E-05,4.67E-05,5.76E-05,0.000100475,7.37E-05,7.17E-05,8.68E-05,7.38E-05,0.000105724,6.65E-05
ko00944; Flavone and flavonol biosynthesis,5.13E-05,4.78E-05,5.69E-05,5.75E-05,7.77E-05,6.38E-05,6.25E-05,5.72E-05,5.46E-05,5.30E-05,5.37E-05,5.24E-05
"ko00945; Stilbenoid, diarylheptanoid and gingerol biosynthesis",0.000292829,0.000267255,0.000201818,0.00019193,0.000132499,0.000214006,0.000231102,0.000251683,0.000256795,0.000247074,0.000269259,0.000247318
ko00950; Isoquinoline alkaloid biosynthesis,0.000252626,0.000256107,0.000258402,0.000249672,0.000233431,0.00024631,0.000250678,0.00025132,0.000255961,0.000254578,0.000253474,0.000255299
"ko00960; Tropane, piperidine and pyridine alkaloid biosynthesis",0.00136047,0.001301951,0.001224213,0.001164572,0.001167675,0.001270136,0.001286745,0.001301935,0.001299043,0.001306467,0.001319509,0.001304613
ko00965; Betalain biosynthesis,2.59E-05,2.80E-05,1.86E-05,1.63E-05,1.23E-05,2.20E-05,2.20E-05,2.25E-05,2.62E-05,2.36E-05,2.69E-05,2.16E-05
ko00970; Aminoacyl-tRNA biosynthesis,0.031229085,0.03141486,0.032780698,0.034389253,0.034334307,0.032059299,0.032358328,0.032045778,0.03156419,0.032281409,0.031499463,0.031823978
ko00980; Metabolism of xenobiotics by cytochrome P450,0.000746657,0.000728651,0.000569598,0.000531263,0.000371499,0.000581052,0.000637464,0.000667824,0.000694388,0.000673271,0.000709538,0.00069247
ko00982; Drug metabolism - cytochrome P450,0.000735864,0.000719152,0.000565421,0.000528635,0.000374443,0.000576978,0.000636017,0.00066203,0.000688323,0.000668885,0.00069721,0.000686628
ko00983; Drug metabolism - other enzymes,0.003193028,0.003184359,0.003411137,0.003483627,0.003712947,0.003395021,0.003364125,0.003311316,0.003234808,0.003285986,0.003231112,0.00326551
ko00984; Steroid degradation,0.001110688,0.000934662,0.000704703,0.000706216,0.000456844,0.000752573,0.000808658,0.000901102,0.000934119,0.000904954,0.000969677,0.00088494
ko01040; Biosynthesis of unsaturated fatty acids,0.002118001,0.002117347,0.001711735,0.001645342,0.001342577,0.00179625,0.001845143,0.001911564,0.002028337,0.001934769,0.002049035,0.001928573
ko01051; Biosynthesis of ansamycins,0.002171536,0.002064529,0.001759775,0.001723054,0.001505232,0.00179359,0.0018083,0.001945881,0.001992593,0.00192165,0.002103212,0.001957733
ko01053; Biosynthesis of siderophore group nonribosomal peptides,0.00260243,0.002541056,0.001882851,0.001773661,0.001401945,0.002087855,0.002084391,0.002235217,0.002396382,0.002259824,0.002491193,0.0022227
ko01054; Nonribosomal peptide structures,0.003665065,0.003587382,0.002782602,0.002688259,0.002492422,0.003097198,0.002972324,0.003212759,0.003453815,0.003410122,0.003597587,0.003255858
ko01055; Biosynthesis of vancomycin group antibiotics,0.000522046,0.000518192,0.000523959,0.000522704,0.000504362,0.000515463,0.000526452,0.000525295,0.000532687,0.000526505,0.000520273,0.000522475
ko01056; Biosynthesis of type II polyketide backbone,0.000127781,0.000129508,9.71E-05,9.43E-05,6.43E-05,9.80E-05,9.73E-05,0.000115152,0.000130005,0.000113049,0.00012701,0.000111922
ko01057; Biosynthesis of type II polyketide products,0.000250962,0.000238115,0.000175783,0.000168701,0.000118914,0.000190718,0.000184635,0.000213274,0.000236424,0.000217501,0.000235603,0.000215633
ko02010; ABC transporters,0.087258265,0.086174601,0.087601835,0.084315946,0.089323474,0.089190822,0.088312435,0.088869849,0.085810815,0.087366664,0.085950364,0.088516316
ko02020; Two-component system,0.068670953,0.070431195,0.069044664,0.064596714,0.068202115,0.070321795,0.068300374,0.067968537,0.07005937,0.069077349,0.069271327,0.068993195
ko02030; Bacterial chemotaxis,0.010304131,0.010816362,0.011529605,0.010927965,0.013275701,0.011768838,0.011087176,0.010824539,0.010938914,0.01084389,0.010500724,0.010852936
ko02040; Flagellar assembly,0.009854592,0.010213082,0.01061224,0.011465659,0.013554857,0.011124098,0.010552201,0.010121634,0.0103534,0.010032776,0.010142177,0.009881605
ko02060; Phosphotransferase system (PTS),0.005175673,0.004905908,0.005024935,0.004584895,0.004610797,0.005180945,0.005460928,0.005527946,0.004908805,0.005131081,0.005224274,0.004916481
ko03008; Ribosome biogenesis in eukaryotes,0.000763114,0.00075428,0.000785636,0.000792181,0.000775819,0.000744773,0.000751249,0.000759489,0.000764164,0.000769557,0.000754172,0.000773588
ko03010; Ribosome,0.018943889,0.019128051,0.020124201,0.021213676,0.02143349,0.019734359,0.019828188,0.019631832,0.019263769,0.019792628,0.019195058,0.019471261
ko03013; RNA transport,0.002137908,0.002277907,0.002355942,0.002218389,0.002419727,0.002288914,0.002260619,0.002222815,0.002259503,0.002214482,0.002191943,0.002213633
ko03015; mRNA surveillance pathway,2.73E-05,2.35E-05,2.46E-05,3.06E-05,2.14E-05,2.12E-05,2.47E-05,2.68E-05,2.57E-05,2.49E-05,2.52E-05,2.45E-05
